,District,L_area,MainMaterial,B_area,House/Building/Fang,LivingR,BathR,Price,PropertyType2,td,jw
4455,新莊區,21.82,鋼筋混凝土造,176.82,3.0,2.0,2.0,19000000.0,住宅大樓,1,1
4459,林口區,34.22,鋼筋混凝土造,254.38,4.0,2.0,2.0,13000000.0,住宅大樓,1,1
4463,中和區,14.96,見其他登記事項,122.3,2.0,2.0,1.0,11250000.0,住宅大樓,1,1
4467,中和區,24.66,鋼筋混凝土造,95.31,3.0,2.0,2.0,8300000.0,公寓,2,1
4469,中和區,32.4,鋼筋混凝土造,92.3,3.0,1.0,1.0,7000000.0,公寓,1,1
4471,中和區,99.29,加強磚造,112.9,8.0,2.0,3.0,22500000.0,透天厝,1,1
4472,中和區,31.32,鋼筋混凝土造,73.6,3.0,2.0,2.0,6300000.0,公寓,1,1
4473,中和區,33.0,鋼筋混凝土造,82.65,3.0,2.0,1.0,4600000.0,公寓,1,1
4474,永和區,14.55,鋼筋混凝土造,101.32,3.0,2.0,2.0,12000000.0,住宅大樓,1,1
4476,中和區,26.0,見其他登記事項,77.75,3.0,2.0,1.0,8200000.0,公寓,1,1
4477,中和區,25.81,鋼筋混凝土造,172.28,4.0,2.0,2.0,23500000.0,住宅大樓,1,2
4479,中和區,64.19,鋼筋混凝土造,117.0,3.0,2.0,2.0,7500000.0,公寓,1,1
4480,中和區,28.4,鋼筋混凝土造,124.34,3.0,2.0,2.0,13080000.0,公寓,1,1
4481,中和區,43.79,鋼筋混凝土造,186.02,3.0,2.0,2.0,19000000.0,住宅大樓,1,1
4482,中和區,2.54,鋼骨鋼筋混凝土造,44.31,1.0,1.0,1.0,4600000.0,套房,3,1
4483,永和區,33.6,鋼筋混凝土造,109.0,3.0,1.0,1.0,8500000.0,公寓,1,1
4484,中和區,12.8,鋼筋混凝土造,124.1,3.0,2.0,2.0,17600000.0,住宅大樓,2,1
4486,蘆洲區,34.48,鋼筋混凝土造,105.0,3.0,1.0,2.0,7150000.0,公寓,1,1
4487,蘆洲區,29.23,鋼筋混凝土造,160.31,4.0,2.0,2.0,13500000.0,套房,1,1
4488,三重區,11.19,鋼筋混凝土造,79.45,2.0,2.0,2.0,9500000.0,華廈,1,1
4489,三重區,34.14,鋼筋混凝土造,265.01,3.0,2.0,2.0,24300000.0,住宅大樓,1,1
4493,三重區,18.14,加強磚造,64.89,2.0,1.0,1.0,4600000.0,公寓,1,1
4494,三重區,20.97,鋼筋混凝土造,87.0,3.0,1.0,1.0,7000000.0,公寓,1,1
4495,三重區,24.79,鋼筋混凝土造,102.0,3.0,2.0,1.0,5380000.0,公寓,1,1
4496,三重區,19.56,鋼筋混凝土造,120.63,2.0,2.0,1.0,11450000.0,華廈,1,1
4497,三重區,16.4,鋼筋混凝土造,73.0,3.0,1.0,1.0,5600000.0,公寓,1,1
4498,蘆洲區,33.61,鋼筋混凝土造,79.0,3.0,1.0,2.0,6700000.0,公寓,1,1
4502,三峽區,44.95,鋼筋混凝土造,158.95,4.0,2.0,2.0,5100000.0,公寓,2,1
4503,三峽區,29.24,鋼筋混凝土造,239.82,4.0,2.0,2.0,14000000.0,住宅大樓,1,1
4504,三峽區,19.29,鋼筋混凝土造,117.73,3.0,1.0,2.0,4150000.0,華廈,1,1
4505,樹林區,19.62,鋼筋混凝土造,154.19,3.0,2.0,2.0,8900000.0,住宅大樓,1,1
4507,樹林區,10.91,鋼筋混凝土造,103.32,1.0,1.0,1.0,5980000.0,住宅大樓,1,1
4517,三峽區,15.53,鋼筋混凝土造,135.43,2.0,2.0,2.0,7800000.0,住宅大樓,1,1
4521,土城區,25.5,鋼筋混凝土造,85.93,2.0,1.0,1.0,8000000.0,公寓,1,1
4522,板橋區,23.31,鋼筋混凝土造,74.0,3.0,2.0,1.0,13450000.0,公寓,1,1
4523,土城區,6.45,見其他登記事項,75.95,2.0,2.0,1.0,8000000.0,住宅大樓,3,1
4530,汐止區,6.31,鋼骨鋼筋混凝土造,85.48,3.0,1.0,1.0,6330000.0,住宅大樓,1,1
4533,淡水區,21.43,鋼筋混凝土造,151.62,3.0,0.0,3.0,7540000.0,住宅大樓,1,1
4535,新店區,20.92,鋼筋混凝土造,175.42,3.0,2.0,2.0,22900000.0,住宅大樓,1,1
4536,新店區,23.39,鋼筋混凝土造,84.66,3.0,2.0,2.0,10300000.0,公寓,2,1
4537,林口區,21.33,鋼筋混凝土造,189.84,4.0,2.0,2.0,11480000.0,住宅大樓,1,1
4539,中和區,20.45,鋼筋混凝土造,146.13,3.0,2.0,2.0,11450000.0,華廈,1,1
4540,中和區,2.0,鋼骨鋼筋混凝土造,34.81,1.0,1.0,1.0,3380000.0,套房,3,1
4541,三重區,27.8,鋼筋混凝土造,110.0,3.0,2.0,1.0,9980000.0,公寓,1,1
4542,淡水區,23.15,鋼筋混凝土造,140.34,3.0,2.0,1.0,6100000.0,住宅大樓,1,1
4550,鶯歌區,12.67,鋼筋混凝土造,77.89,3.0,1.0,1.0,2800000.0,華廈,1,1
4551,鶯歌區,12.88,鋼筋混凝土造,67.31,2.0,2.0,1.0,2300000.0,華廈,1,1
4553,三峽區,6.44,鋼筋混凝土造,70.13,1.0,1.0,1.0,3800000.0,住宅大樓,1,1
4555,中和區,42.56,鋼筋混凝土造,142.35,4.0,2.0,2.0,10500000.0,華廈,2,1
4556,三重區,67.15,鋼筋混凝土造,466.46,0.0,0.0,0.0,57800000.0,華廈,1,1
4557,蘆洲區,24.18,鋼筋混凝土造,92.76,3.0,2.0,2.0,6200000.0,公寓,1,1
4559,樹林區,17.61,鋼筋混凝土造,131.01,2.0,1.0,1.0,7300000.0,住宅大樓,1,1
4560,樹林區,10.47,鋼筋混凝土造,83.72,2.0,2.0,1.0,5140000.0,住宅大樓,1,1
4562,板橋區,29.27,鋼筋混凝土造,117.26,3.0,2.0,1.0,11000000.0,公寓,4,1
4563,土城區,29.51,鋼筋混凝土造,112.58,3.0,2.0,2.0,8000000.0,公寓,1,1
4568,泰山區,23.5,鋼筋混凝土造,55.76,3.0,0.0,3.0,3150000.0,公寓,1,1
4578,淡水區,7.3,鋼筋混凝土造,34.54,1.0,0.0,1.0,1680000.0,住宅大樓,1,1
4579,三芝區,3.72,鋼筋混凝土造,33.32,1.0,1.0,1.0,750000.0,套房,1,1
4581,淡水區,7.72,鋼筋混凝土造,43.48,1.0,1.0,1.0,2800000.0,公寓,1,1
4582,淡水區,18.45,鋼筋混凝土造,128.46,2.0,2.0,1.0,6350000.0,住宅大樓,1,1
4583,八里區,3.83,鋼筋混凝土造,47.45,1.0,1.0,1.0,3000000.0,住宅大樓,1,1
4585,汐止區,4.94,鋼筋混凝土造,62.47,1.0,1.0,1.0,5290000.0,住宅大樓,1,1
4589,新莊區,20.32,鋼筋混凝土造,83.04,3.0,2.0,1.0,5100000.0,公寓,1,1
4592,土城區,26.01,鋼筋混凝土造,71.42,4.0,2.0,3.0,4080000.0,公寓,3,1
4593,板橋區,20.75,鋼筋混凝土造,62.59,2.0,1.0,1.0,4600000.0,公寓,1,1
4594,板橋區,25.0,鋼筋混凝土造,49.17,1.0,1.0,1.0,3940000.0,公寓,1,1
4596,土城區,15.84,鋼筋混凝土造,82.75,2.0,1.0,1.0,6050000.0,華廈,3,1
4597,板橋區,14.48,鋼筋混凝土造,226.31,4.0,2.0,2.0,19500000.0,住宅大樓,1,1
4598,土城區,35.43,鋼筋混凝土造,78.24,3.0,2.0,2.0,5080000.0,公寓,1,1
4599,土城區,27.49,鋼筋混凝土造,80.9,2.0,1.0,1.0,3400000.0,公寓,1,1
4600,永和區,12.52,鋼筋混凝土造,101.98,2.0,2.0,1.0,9700000.0,住宅大樓,1,1
4601,三峽區,12.55,鋼筋混凝土造,115.67,3.0,1.0,2.0,6800000.0,住宅大樓,2,1
4602,樹林區,19.54,鋼筋混凝土造,146.97,3.0,2.0,2.0,9200000.0,住宅大樓,1,1
4605,樹林區,16.51,鋼筋混凝土造,94.96,2.0,1.0,1.0,6000000.0,華廈,1,1
4606,三重區,24.44,加強磚造,46.0,1.0,1.0,1.0,4000000.0,公寓,1,1
4607,三重區,21.86,加強磚造,70.0,4.0,4.0,2.0,6580000.0,公寓,1,1
4608,蘆洲區,31.84,鋼筋混凝土造,111.94,3.0,2.0,2.0,6800000.0,公寓,1,1
4610,永和區,43.41,鋼筋混凝土造,132.29,5.0,2.0,2.0,10800000.0,公寓,1,1
4612,鶯歌區,19.26,鋼筋混凝土造,140.35,3.0,2.0,2.0,5100000.0,華廈,1,1
4615,淡水區,16.71,鋼筋混凝土造,110.57,2.0,2.0,1.0,5800000.0,住宅大樓,1,1
4616,中和區,30.58,鋼筋混凝土造,108.24,3.0,1.0,1.0,6700000.0,公寓,1,1
4618,新店區,7.38,鋼筋混凝土造,136.2,3.0,2.0,2.0,16200000.0,住宅大樓,1,1
4619,新店區,1.86,鋼筋混凝土造,25.42,1.0,1.0,1.0,3480000.0,住宅大樓,1,1
4620,新店區,2.05,鋼筋混凝土造,24.35,1.0,1.0,1.0,2500000.0,住宅大樓,2,1
4621,新店區,3.7,鋼筋混凝土造,40.23,1.0,0.0,1.0,5700000.0,套房,1,1
4622,深坑區,16.5,鋼筋混凝土造,105.56,3.0,2.0,2.0,8680000.0,住宅大樓,2,1
4624,淡水區,23.89,鋼筋混凝土造,161.5,3.0,2.0,2.0,7800000.0,住宅大樓,1,1
4625,淡水區,25.96,鋼筋混凝土造,115.81,5.0,2.0,2.0,11800000.0,住宅大樓,1,1
4626,八里區,27.5,鋼筋混凝土造,207.19,3.0,2.0,2.0,10500000.0,住宅大樓,3,1
4632,新莊區,21.56,鋼筋混凝土造,100.28,3.0,2.0,2.0,7680000.0,華廈,1,1
4634,新莊區,17.57,鋼筋混凝土造,122.66,3.0,2.0,2.0,11900000.0,華廈,1,1
4635,新莊區,17.8,鋼筋混凝土造,70.56,2.0,2.0,1.0,3800000.0,公寓,1,1
4636,土城區,29.66,鋼筋混凝土造,68.8,2.0,3.0,1.0,9820000.0,公寓,3,1
4637,板橋區,24.49,鋼筋混凝土造,134.25,3.0,2.0,2.0,15500000.0,華廈,2,1
4638,板橋區,8.25,鋼筋混凝土造,86.74,3.0,2.0,1.0,5700000.0,住宅大樓,1,1
4640,土城區,16.58,鋼筋混凝土造,96.82,3.0,2.0,2.0,6660000.0,住宅大樓,2,1
4641,土城區,22.41,鋼筋混凝土造,71.4,4.0,3.0,2.0,5570000.0,公寓,1,1
4642,板橋區,20.26,鋼筋混凝土造,174.22,3.0,2.0,2.0,18850000.0,華廈,1,1
4644,三峽區,57.66,鋼筋混凝土造,225.6,4.0,2.0,2.0,19500000.0,住宅大樓,1,1
4648,樹林區,35.92,鋼筋混凝土造,87.31,0.0,1.0,1.0,5700000.0,公寓,2,1
4649,三峽區,14.86,鋼筋混凝土造,86.48,2.0,2.0,1.0,3920000.0,華廈,1,1
4651,三峽區,23.61,鋼筋混凝土造,173.68,4.0,2.0,2.0,8300000.0,華廈,2,1
4652,樹林區,26.94,鋼筋混凝土造,68.35,3.0,2.0,1.0,4460000.0,公寓,1,1
4655,淡水區,20.17,鋼筋混凝土造,151.24,3.0,2.0,2.0,5500000.0,住宅大樓,1,1
4656,蘆洲區,33.36,鋼筋混凝土造,107.41,3.0,2.0,1.0,6800000.0,公寓,0,1
4657,三重區,22.0,鋼筋混凝土造,80.0,3.0,2.0,1.0,4800000.0,公寓,1,1
4658,三重區,19.48,鋼筋混凝土造,145.15,3.0,2.0,1.0,12000000.0,住宅大樓,1,1
4659,三重區,23.95,鋼筋混凝土造,273.82,4.0,2.0,3.0,39000000.0,住宅大樓,1,1
4660,蘆洲區,15.5,鋼筋混凝土造,103.01,3.0,2.0,2.0,11280000.0,住宅大樓,1,1
4662,三重區,16.76,鋼筋混凝土造,131.11,3.0,2.0,1.0,12250000.0,住宅大樓,3,1
4663,蘆洲區,25.02,鋼筋混凝土造,85.0,8.0,0.0,8.0,9120000.0,公寓,1,1
4665,蘆洲區,27.64,鋼筋混凝土造,100.34,4.0,2.0,2.0,9800000.0,公寓,1,1
4667,中和區,7.7,鋼筋混凝土造,87.82,4.0,1.0,1.0,8800000.0,住宅大樓,1,1
4668,中和區,42.56,鋼筋混凝土造,169.52,4.0,2.0,2.0,10720000.0,華廈,2,1
4669,中和區,26.07,鋼筋混凝土造,87.44,3.0,2.0,1.0,6900000.0,公寓,1,1
