,District,L_area,MainMaterial,B_area,House/Building/Fang,LivingR,BathR,Price,PropertyType2,td,jw
10803,中和區,13.81,鋼筋混凝土造,135.08,4.0,2.0,3.0,17800000.0,住宅大樓,1,1
10804,中和區,29.01,鋼筋混凝土造,102.11,3.0,2.0,1.0,11000000.0,公寓,2,1
10805,中和區,10.19,見其他登記事項,65.72,2.0,1.0,1.0,7680000.0,住宅大樓,1,1
10807,永和區,36.74,鋼筋混凝土造,61.66,3.0,2.0,1.0,6500000.0,公寓,2,1
10808,中和區,14.85,鋼筋混凝土造,81.29,1.0,1.0,1.0,6350000.0,套房,3,1
10813,中和區,5.83,鋼筋混凝土造,56.43,2.0,1.0,1.0,6900000.0,住宅大樓,7,1
10814,中和區,20.52,鋼筋混凝土造,152.77,3.0,2.0,2.0,12000000.0,住宅大樓,1,1
10816,中和區,18.13,鋼筋混凝土造,66.49,2.0,1.0,1.0,5000000.0,公寓,2,1
10819,三重區,8.5,鋼筋混凝土造,58.76,2.0,1.0,1.0,6280000.0,住宅大樓,1,1
10820,三重區,39.34,鋼筋混凝土造,130.33,4.0,3.0,3.0,9100000.0,公寓,1,1
10822,淡水區,24.34,鋼筋混凝土造,157.3,3.0,2.0,2.0,8250000.0,住宅大樓,1,1
10823,淡水區,23.62,鋼筋混凝土造,163.03,3.0,2.0,2.0,8600000.0,住宅大樓,1,1
10824,淡水區,23.62,鋼筋混凝土造,160.71,3.0,2.0,2.0,8450000.0,住宅大樓,1,1
10825,淡水區,23.62,鋼筋混凝土造,160.71,3.0,2.0,2.0,9000000.0,住宅大樓,1,1
10826,淡水區,23.62,鋼筋混凝土造,158.63,3.0,2.0,2.0,8800000.0,住宅大樓,1,1
10827,淡水區,22.91,鋼筋混凝土造,155.1,3.0,2.0,2.0,8500000.0,住宅大樓,1,1
10828,淡水區,22.91,鋼筋混凝土造,155.1,3.0,2.0,2.0,7850000.0,住宅大樓,1,1
10829,淡水區,22.19,鋼筋混凝土造,149.88,3.0,2.0,2.0,8200000.0,住宅大樓,1,1
10830,淡水區,16.46,鋼筋混凝土造,91.38,2.0,2.0,1.0,5500000.0,住宅大樓,1,1
10831,淡水區,17.89,鋼筋混凝土造,129.12,2.0,2.0,1.0,6700000.0,住宅大樓,1,1
10832,淡水區,17.18,鋼筋混凝土造,123.6,2.0,2.0,1.0,6000000.0,住宅大樓,1,1
10833,淡水區,30.06,鋼筋混凝土造,202.41,4.0,2.0,2.0,12300000.0,住宅大樓,1,1
10834,淡水區,30.06,鋼筋混凝土造,202.41,4.0,2.0,2.0,11450000.0,住宅大樓,1,1
10835,淡水區,30.06,鋼筋混凝土造,200.85,4.0,2.0,2.0,10730000.0,住宅大樓,1,1
10836,淡水區,11.77,鋼筋混凝土造,56.81,1.0,2.0,1.0,3400000.0,公寓,1,1
10837,淡水區,24.34,鋼筋混凝土造,157.3,3.0,2.0,2.0,8300000.0,住宅大樓,1,1
10840,八里區,19.68,鋼筋混凝土造,105.74,3.0,2.0,2.0,6300000.0,華廈,1,1
10841,八里區,19.82,鋼筋混凝土造,106.57,3.0,2.0,2.0,6820000.0,華廈,1,1
10842,八里區,18.23,鋼筋混凝土造,98.1,3.0,2.0,2.0,6170000.0,華廈,1,1
10843,八里區,18.38,鋼筋混凝土造,98.93,3.0,2.0,2.0,5680000.0,華廈,1,1
10844,淡水區,7.1,鋼筋混凝土造,33.84,1.0,0.0,1.0,1730000.0,住宅大樓,1,1
10845,淡水區,7.1,鋼筋混凝土造,33.84,1.0,0.0,1.0,1730000.0,住宅大樓,1,1
10846,淡水區,22.19,鋼筋混凝土造,148.7,2.0,2.0,2.0,7360000.0,住宅大樓,1,1
10847,淡水區,22.19,鋼筋混凝土造,150.79,2.0,2.0,2.0,6660000.0,住宅大樓,1,1
10848,淡水區,22.91,鋼筋混凝土造,155.93,3.0,2.0,2.0,8900000.0,住宅大樓,1,1
10849,淡水區,22.91,鋼筋混凝土造,153.84,3.0,2.0,2.0,7600000.0,住宅大樓,1,1
10850,淡水區,22.91,鋼筋混凝土造,153.84,3.0,2.0,2.0,7700000.0,住宅大樓,1,1
10851,淡水區,22.91,鋼筋混凝土造,155.93,3.0,2.0,2.0,7800000.0,住宅大樓,1,1
10852,淡水區,22.91,鋼筋混凝土造,155.93,3.0,2.0,2.0,7750000.0,住宅大樓,1,1
10853,淡水區,24.34,鋼筋混凝土造,159.38,3.0,2.0,2.0,8800000.0,住宅大樓,1,1
10854,淡水區,22.91,鋼筋混凝土造,155.93,3.0,2.0,2.0,8800000.0,住宅大樓,1,1
10855,淡水區,29.35,鋼筋混凝土造,188.77,4.0,2.0,2.0,9900000.0,住宅大樓,1,1
10856,淡水區,22.91,鋼筋混凝土造,155.93,3.0,2.0,2.0,7820000.0,住宅大樓,1,1
10857,淡水區,23.62,鋼筋混凝土造,168.52,3.0,2.0,2.0,9900000.0,住宅大樓,1,1
10858,淡水區,23.62,鋼筋混凝土造,161.86,3.0,2.0,2.0,8410000.0,住宅大樓,1,1
10859,淡水區,29.35,鋼筋混凝土造,188.77,4.0,2.0,2.0,9750000.0,住宅大樓,1,1
10860,淡水區,29.35,鋼筋混凝土造,188.77,4.0,2.0,2.0,11100000.0,住宅大樓,1,1
10861,淡水區,23.62,鋼筋混凝土造,161.86,3.0,2.0,2.0,7950000.0,住宅大樓,1,1
10862,淡水區,23.62,鋼筋混凝土造,159.78,3.0,2.0,2.0,7920000.0,住宅大樓,1,1
10863,淡水區,5.78,鋼筋混凝土造,30.83,1.0,0.0,1.0,930000.0,套房,1,1
10864,淡水區,23.62,鋼筋混凝土造,168.52,3.0,2.0,2.0,8780000.0,住宅大樓,1,1
10865,淡水區,23.62,鋼筋混凝土造,168.52,3.0,2.0,2.0,8700000.0,住宅大樓,1,1
10866,淡水區,23.62,鋼筋混凝土造,166.44,3.0,2.0,2.0,8830000.0,住宅大樓,1,1
10867,淡水區,23.62,鋼筋混凝土造,168.52,3.0,2.0,2.0,8500000.0,住宅大樓,1,1
10868,淡水區,23.62,鋼筋混凝土造,168.52,3.0,2.0,2.0,8600000.0,住宅大樓,1,1
10869,淡水區,23.62,鋼筋混凝土造,168.52,3.0,2.0,2.0,9000000.0,住宅大樓,1,1
10870,淡水區,23.62,鋼筋混凝土造,168.52,3.0,2.0,2.0,9100000.0,住宅大樓,1,1
10871,淡水區,30.06,鋼筋混凝土造,200.85,4.0,2.0,2.0,10680000.0,住宅大樓,1,1
10872,淡水區,30.06,鋼筋混凝土造,200.85,4.0,2.0,2.0,10480000.0,住宅大樓,1,1
10873,淡水區,30.06,鋼筋混凝土造,198.77,4.0,2.0,2.0,10250000.0,住宅大樓,1,1
10874,淡水區,23.62,鋼筋混凝土造,168.52,3.0,2.0,2.0,9200000.0,住宅大樓,1,1
10875,淡水區,30.06,鋼筋混凝土造,202.41,4.0,2.0,2.0,11500000.0,住宅大樓,1,1
10876,淡水區,30.06,鋼筋混凝土造,202.41,4.0,2.0,2.0,10930000.0,住宅大樓,1,1
10877,淡水區,30.06,鋼筋混凝土造,202.41,4.0,2.0,2.0,10600000.0,住宅大樓,1,1
10878,淡水區,30.06,鋼筋混凝土造,202.41,4.0,2.0,2.0,10660000.0,住宅大樓,1,1
10879,淡水區,30.06,鋼筋混凝土造,202.41,4.0,2.0,2.0,10400000.0,住宅大樓,1,1
10881,淡水區,23.62,鋼筋混凝土造,163.03,3.0,2.0,2.0,8500000.0,住宅大樓,1,1
10882,淡水區,23.62,鋼筋混凝土造,160.95,3.0,2.0,2.0,8430000.0,住宅大樓,1,1
10883,淡水區,23.62,鋼筋混凝土造,166.44,3.0,2.0,2.0,9350000.0,住宅大樓,1,1
10884,淡水區,23.62,鋼筋混凝土造,168.52,3.0,2.0,2.0,9680000.0,住宅大樓,1,1
10885,淡水區,23.62,鋼筋混凝土造,168.52,3.0,2.0,2.0,8960000.0,住宅大樓,1,1
10886,淡水區,30.06,鋼筋混凝土造,202.41,4.0,2.0,2.0,12000000.0,住宅大樓,1,1
10887,淡水區,30.06,鋼筋混凝土造,200.85,4.0,2.0,2.0,11500000.0,住宅大樓,1,1
10888,淡水區,23.62,鋼筋混凝土造,168.52,3.0,2.0,2.0,9170000.0,住宅大樓,1,1
10889,淡水區,23.62,鋼筋混凝土造,166.44,3.0,2.0,2.0,9680000.0,住宅大樓,1,1
10890,淡水區,23.62,鋼筋混凝土造,168.52,3.0,2.0,2.0,9000000.0,住宅大樓,1,1
10891,三峽區,27.57,鋼筋混凝土造,144.5,4.0,2.0,2.0,6330000.0,華廈,1,1
10905,三峽區,27.01,鋼筋混凝土造,151.11,4.0,2.0,2.0,8000000.0,華廈,1,1
10906,樹林區,17.79,鋼筋混凝土造,121.01,3.0,2.0,2.0,8600000.0,住宅大樓,1,1
10907,三峽區,21.65,鋼筋混凝土造,170.44,4.0,1.0,2.0,8880000.0,住宅大樓,1,1
10909,樹林區,14.82,鋼筋混凝土造,104.02,2.0,1.0,1.0,6450000.0,住宅大樓,1,1
10910,樹林區,24.78,鋼筋混凝土造,184.68,3.0,2.0,2.0,9400000.0,住宅大樓,1,1
10911,板橋區,28.24,鋼筋混凝土造,80.66,3.0,2.0,2.0,6300000.0,公寓,1,1
10912,板橋區,26.92,鋼筋混凝土造,95.76,3.0,2.0,1.0,4600000.0,公寓,1,1
10913,板橋區,43.2,鋼筋混凝土造,134.83,3.0,2.0,2.0,12980000.0,公寓,1,1
10914,汐止區,9.38,鋼筋混凝土造,139.73,2.0,1.0,1.0,5100000.0,住宅大樓,1,1
10916,淡水區,15.25,鋼筋混凝土造,107.82,3.0,2.0,2.0,5220000.0,住宅大樓,1,1
10921,新莊區,19.11,加強磚造,43.63,3.0,1.0,1.0,5400000.0,公寓,1,1
10922,新莊區,17.48,加強磚造,63.15,3.0,2.0,2.0,5150000.0,公寓,1,1
10925,新莊區,5.15,鋼筋混凝土造,56.74,3.0,2.0,1.0,3939000.0,住宅大樓,1,1
10926,林口區,21.46,鋼筋混凝土造,161.41,3.0,2.0,2.0,9500000.0,住宅大樓,1,1
10928,新店區,13.76,鋼筋混凝土造,88.6,2.0,2.0,1.0,6850000.0,住宅大樓,1,1
10929,新店區,20.28,鋼筋混凝土造,81.04,2.0,2.0,2.0,10000000.0,公寓,1,1
10930,淡水區,80.48,鋼筋混凝土造,227.07,5.0,2.0,3.0,7000000.0,公寓,1,物
10932,淡水區,36.68,鋼筋混凝土造,203.56,4.0,3.0,2.0,13200000.0,住宅大樓,0,1
10933,淡水區,38.13,鋼筋混凝土造,186.21,3.0,2.0,2.0,5600000.0,住宅大樓,1,1
10934,八里區,13.0,鋼筋混凝土造,124.81,2.0,1.0,1.0,4200000.0,住宅大樓,2,2
10935,淡水區,18.09,鋼筋混凝土造,90.74,2.0,1.0,1.0,5100000.0,住宅大樓,1,1
10937,淡水區,23.02,鋼筋混凝土造,165.41,2.0,1.0,1.0,5100000.0,住宅大樓,2,1
10941,三重區,12.46,鋼筋混凝土造,103.61,2.0,2.0,1.0,12000000.0,華廈,1,1
10942,蘆洲區,29.95,鋼筋混凝土造,102.41,4.0,2.0,2.0,8800000.0,公寓,1,1
10943,中和區,37.62,加強磚造,119.72,3.0,1.0,2.0,8000000.0,公寓,2,1
10944,中和區,6.1,鋼筋混凝土造,61.73,2.0,2.0,1.0,6800000.0,住宅大樓,1,1
10950,永和區,49.96,加強磚造,98.49,3.0,2.0,2.0,16000000.0,公寓,1,1
10951,中和區,32.46,鋼筋混凝土造,103.54,3.0,2.0,2.0,8600000.0,公寓,1,1
10952,永和區,12.34,鋼筋混凝土造,69.95,2.0,2.0,1.0,9360000.0,住宅大樓,1,1
10955,永和區,13.72,鋼筋混凝土造,145.63,3.0,2.0,2.0,16500000.0,住宅大樓,4,1
10956,板橋區,2.66,鋼筋混凝土造,37.96,1.0,1.0,1.0,6880000.0,套房,1,1
10961,板橋區,29.24,鋼筋混凝土造,100.35,3.0,2.0,2.0,8160000.0,公寓,1,1
10963,板橋區,23.8,鋼筋混凝土造,90.58,3.0,2.0,2.0,8200000.0,公寓,1,1
10965,五股區,10.77,鋼筋混凝土造,60.12,2.0,2.0,1.0,2860000.0,華廈,2,1
10968,泰山區,46.34,鋼筋混凝土造,140.49,3.0,2.0,3.0,8300000.0,公寓,1,1
10969,新莊區,25.7,鋼筋混凝土造,176.95,4.0,2.0,1.0,13000000.0,華廈,3,1
10970,五股區,30.8,鋼筋混凝土造,86.22,3.0,1.0,2.0,4350000.0,公寓,1,1
10972,泰山區,10.89,鋼筋混凝土造,84.48,2.0,1.0,1.0,5500000.0,華廈,1,1
10974,汐止區,7.61,鋼筋混凝土造,65.04,2.0,1.0,1.0,3300000.0,住宅大樓,1,1
10976,汐止區,20.16,鋼筋混凝土造,82.04,2.0,2.0,1.0,5850000.0,華廈,2,1
10977,汐止區,31.4,鋼筋混凝土造,81.86,3.0,2.0,1.0,5150000.0,公寓,1,1
10979,三芝區,30.61,鋼筋混凝土造,145.79,3.0,2.0,3.0,3750000.0,華廈,1,1
10982,汐止區,18.67,鋼筋混凝土造,164.72,4.0,2.0,2.0,10500000.0,住宅大樓,1,1
10983,汐止區,17.6,鋼筋混凝土造,80.8,3.0,1.0,1.0,5500000.0,公寓,1,1
10984,汐止區,12.09,鋼筋混凝土造,114.17,2.0,1.0,1.0,10200000.0,住宅大樓,1,3
10985,汐止區,27.94,鋼筋混凝土造,88.25,3.0,1.0,1.0,5250000.0,公寓,1,1
10986,汐止區,18.11,鋼筋混凝土造,116.79,4.0,2.0,1.0,6850000.0,住宅大樓,1,1
10990,新莊區,26.1,鋼筋混凝土造,182.58,3.0,2.0,2.0,13350000.0,華廈,1,1
10992,五股區,16.46,鋼筋混凝土造,110.73,3.0,2.0,2.0,6930000.0,住宅大樓,1,1
10995,三峽區,45.49,鋼筋混凝土造,176.04,4.0,2.0,2.0,11000000.0,華廈,1,1
10996,樹林區,26.15,鋼筋混凝土造,71.44,5.0,2.0,2.0,5500000.0,公寓,1,1
10998,板橋區,24.0,鋼筋混凝土造,79.41,3.0,1.0,2.0,6800000.0,公寓,2,1
10999,永和區,29.91,鋼筋混凝土造,94.05,3.0,2.0,2.0,8900000.0,公寓,2,1
11001,三峽區,6.41,鋼筋混凝土造,37.47,1.0,0.0,1.0,1650000.0,套房,1,1
11002,樹林區,17.79,鋼筋混凝土造,121.7,3.0,2.0,2.0,8360000.0,住宅大樓,1,1
11010,鶯歌區,18.83,鋼筋混凝土造,134.31,3.0,2.0,1.0,7000000.0,華廈,1,1
11011,中和區,17.07,鋼筋混凝土造,76.85,2.0,1.0,1.0,5500000.0,公寓,1,1
11013,中和區,31.0,加強磚造,88.75,3.0,2.0,1.0,11800000.0,公寓,1,1
11015,三重區,16.79,鋼筋混凝土造,110.94,2.0,1.0,1.0,11850000.0,住宅大樓,1,1
11017,淡水區,5.1,鋼筋混凝土造,38.14,1.0,1.0,1.0,1300000.0,套房,1,1
11022,淡水區,21.08,鋼筋混凝土造,117.75,2.0,1.0,1.0,8000000.0,住宅大樓,1,1
11023,淡水區,8.81,鋼筋混凝土造,112.73,3.0,2.0,2.0,4490000.0,住宅大樓,1,1
11024,淡水區,20.36,鋼筋混凝土造,181.63,2.0,2.0,2.0,5700000.0,住宅大樓,1,2
11025,淡水區,25.73,鋼筋混凝土造,162.2,3.0,2.0,2.0,10300000.0,住宅大樓,1,1
11026,淡水區,31.31,鋼筋混凝土造,104.48,5.0,0.0,5.0,6250000.0,公寓,2,1
11027,石門區,151.0,加強磚造,226.65,2.0,1.0,2.0,3600000.0,透天厝,2,1
11028,深坑區,28.51,鋼筋混凝土造,148.25,4.0,2.0,2.0,10750000.0,華廈,1,1
11029,新店區,15.31,鋼筋混凝土造,107.43,2.0,2.0,2.0,6800000.0,華廈,1,1
11030,新店區,29.04,鋼筋混凝土造,98.91,3.0,1.0,1.0,11700000.0,公寓,1,1
11031,新店區,18.6,鋼筋混凝土造,122.77,3.0,2.0,2.0,14000000.0,住宅大樓,1,1
11033,新莊區,12.07,鋼筋混凝土造,115.35,3.0,2.0,2.0,7550000.0,住宅大樓,1,1
11036,新莊區,9.54,鋼筋混凝土造,76.28,2.0,2.0,1.0,8250000.0,住宅大樓,1,1
11037,淡水區,15.75,鋼筋混凝土造,117.06,2.0,2.0,1.0,5850000.0,住宅大樓,1,1
11038,淡水區,27.22,鋼筋混凝土造,163.94,3.0,2.0,2.0,8550000.0,華廈,1,1
11039,淡水區,20.13,鋼筋混凝土造,132.88,3.0,2.0,1.0,5850000.0,住宅大樓,2,1
11042,汐止區,12.25,鋼筋混凝土造,96.14,2.0,2.0,1.0,7900000.0,住宅大樓,1,1
11044,板橋區,23.4,鋼筋混凝土造,204.36,4.0,2.0,2.0,20000000.0,住宅大樓,3,1
11045,土城區,22.19,鋼筋混凝土造,113.95,3.0,2.0,2.0,11580000.0,住宅大樓,1,1
11046,板橋區,17.94,鋼筋混凝土造,170.0,3.0,2.0,2.0,15520000.0,住宅大樓,1,1
11047,土城區,19.67,鋼筋混凝土造,77.25,4.0,3.0,2.0,5200000.0,公寓,1,1
11048,樹林區,14.4,鋼筋混凝土造,85.2,2.0,2.0,1.0,4510000.0,住宅大樓,1,1
11076,三峽區,17.64,鋼筋混凝土造,188.69,2.0,2.0,2.0,9100000.0,住宅大樓,2,2
11077,鶯歌區,29.73,鋼筋混凝土造,71.67,2.0,1.0,1.0,2150000.0,公寓,1,1
11078,三峽區,13.06,鋼筋混凝土造,159.19,4.0,2.0,2.0,7920000.0,住宅大樓,1,1
11080,三峽區,23.84,鋼筋混凝土造,174.5,3.0,2.0,0.0,10800000.0,住宅大樓,1,1
11081,樹林區,7.25,鋼筋混凝土造,50.11,1.0,1.0,1.0,2750000.0,住宅大樓,1,1
11083,樹林區,26.84,鋼筋混凝土造,129.85,3.0,2.0,2.0,7300000.0,公寓,1,1
11084,鶯歌區,77.52,鋼筋混凝土造,293.42,4.0,2.0,2.0,16000000.0,華廈,1,1
11085,鶯歌區,24.44,鋼筋混凝土造,81.32,3.0,2.0,1.0,2000000.0,公寓,1,1
11086,淡水區,30.06,鋼筋混凝土造,200.85,4.0,2.0,2.0,10850000.0,住宅大樓,1,1
11087,淡水區,30.06,鋼筋混凝土造,200.85,4.0,2.0,2.0,11350000.0,住宅大樓,1,1
11088,淡水區,23.62,鋼筋混凝土造,160.95,3.0,2.0,2.0,8400000.0,住宅大樓,1,1
11089,淡水區,23.62,鋼筋混凝土造,168.52,3.0,2.0,2.0,9080000.0,住宅大樓,1,1
11090,淡水區,23.62,鋼筋混凝土造,168.52,3.0,2.0,2.0,9050000.0,住宅大樓,1,1
11091,淡水區,23.62,鋼筋混凝土造,160.95,3.0,2.0,2.0,8580000.0,住宅大樓,1,1
11092,淡水區,23.62,鋼筋混凝土造,163.03,3.0,2.0,2.0,8400000.0,住宅大樓,1,1
11093,淡水區,30.06,鋼筋混凝土造,200.85,4.0,2.0,2.0,10600000.0,住宅大樓,1,1
11094,淡水區,30.06,鋼筋混凝土造,198.77,4.0,2.0,2.0,11330000.0,住宅大樓,1,1
11095,淡水區,30.06,鋼筋混凝土造,200.85,4.0,2.0,2.0,10670000.0,住宅大樓,1,1
11096,淡水區,23.62,鋼筋混凝土造,168.52,3.0,2.0,2.0,9500000.0,住宅大樓,1,1
11097,淡水區,23.62,鋼筋混凝土造,168.52,3.0,2.0,2.0,9700000.0,住宅大樓,1,1
11098,淡水區,23.62,鋼筋混凝土造,166.44,3.0,2.0,2.0,9700000.0,住宅大樓,1,1
11099,淡水區,30.06,鋼筋混凝土造,200.85,4.0,2.0,2.0,10550000.0,住宅大樓,1,1
11100,淡水區,30.06,鋼筋混凝土造,202.41,4.0,2.0,2.0,10750000.0,住宅大樓,1,1
11101,淡水區,30.06,鋼筋混凝土造,200.85,4.0,2.0,2.0,10570000.0,住宅大樓,1,1
11102,淡水區,23.62,鋼筋混凝土造,168.52,3.0,2.0,2.0,8670000.0,住宅大樓,1,1
11105,淡水區,29.35,鋼筋混凝土造,188.77,4.0,2.0,2.0,9880000.0,住宅大樓,1,1
11106,淡水區,29.35,鋼筋混凝土造,188.77,4.0,2.0,2.0,10100000.0,住宅大樓,1,1
11108,淡水區,23.62,鋼筋混凝土造,161.86,3.0,2.0,2.0,8680000.0,住宅大樓,1,1
11109,淡水區,23.62,鋼筋混凝土造,161.86,3.0,2.0,2.0,8100000.0,住宅大樓,1,1
11110,淡水區,29.35,鋼筋混凝土造,188.77,4.0,2.0,2.0,9980000.0,住宅大樓,1,1
11111,淡水區,22.19,鋼筋混凝土造,150.79,2.0,2.0,2.0,7650000.0,住宅大樓,1,1
11112,淡水區,15.11,鋼筋混凝土造,63.76,2.0,1.0,1.0,3000000.0,華廈,1,1
11113,淡水區,22.91,鋼筋混凝土造,153.84,3.0,2.0,2.0,7550000.0,住宅大樓,1,1
11114,淡水區,49.13,鋼筋混凝土造,104.5,3.0,1.0,2.0,4500000.0,公寓,4,1
11115,淡水區,33.95,鋼筋混凝土造,241.34,4.0,2.0,2.0,11100000.0,住宅大樓,1,1
11116,淡水區,30.36,鋼筋混凝土造,213.17,4.0,2.0,2.0,10980000.0,住宅大樓,1,1
11117,淡水區,30.36,鋼筋混凝土造,213.17,4.0,2.0,2.0,11200000.0,住宅大樓,1,1
11118,淡水區,27.72,鋼筋混凝土造,195.06,3.0,2.0,2.0,9710000.0,住宅大樓,1,1
11119,淡水區,27.72,鋼筋混凝土造,195.06,3.0,2.0,2.0,9700000.0,住宅大樓,1,1
11120,淡水區,27.72,鋼筋混凝土造,195.06,3.0,2.0,2.0,9700000.0,住宅大樓,1,1
11121,淡水區,27.72,鋼筋混凝土造,195.06,3.0,2.0,2.0,9950000.0,住宅大樓,1,1
11122,淡水區,27.72,鋼筋混凝土造,195.06,3.0,2.0,2.0,10200000.0,住宅大樓,1,1
11123,淡水區,31.32,鋼筋混凝土造,223.24,3.0,2.0,2.0,10900000.0,住宅大樓,1,1
11124,淡水區,20.16,鋼筋混凝土造,142.86,2.0,2.0,1.0,6700000.0,住宅大樓,1,1
11125,淡水區,20.16,鋼筋混凝土造,142.86,2.0,2.0,1.0,7000000.0,住宅大樓,1,1
11126,淡水區,20.16,鋼筋混凝土造,142.86,2.0,2.0,1.0,7060000.0,住宅大樓,1,1
11127,淡水區,20.16,鋼筋混凝土造,142.86,2.0,2.0,1.0,7090000.0,住宅大樓,1,1
11128,淡水區,24.23,鋼筋混凝土造,170.67,3.0,2.0,2.0,8490000.0,住宅大樓,1,1
11129,淡水區,24.23,鋼筋混凝土造,170.67,3.0,2.0,2.0,8360000.0,住宅大樓,1,1
11130,淡水區,24.23,鋼筋混凝土造,170.67,3.0,2.0,2.0,8800000.0,住宅大樓,1,1
11131,淡水區,26.67,鋼筋混凝土造,187.84,3.0,2.0,2.0,9100000.0,住宅大樓,1,1
11132,淡水區,26.67,鋼筋混凝土造,187.84,3.0,2.0,2.0,8880000.0,住宅大樓,1,1
11133,淡水區,26.67,鋼筋混凝土造,187.84,3.0,2.0,2.0,8920000.0,住宅大樓,1,1
11134,淡水區,26.67,鋼筋混凝土造,187.84,3.0,2.0,2.0,9300000.0,住宅大樓,1,1
11135,淡水區,26.67,鋼筋混凝土造,187.84,3.0,2.0,2.0,9260000.0,住宅大樓,1,1
11136,淡水區,26.67,鋼筋混凝土造,187.84,3.0,2.0,2.0,9380000.0,住宅大樓,1,1
11137,淡水區,26.67,鋼筋混凝土造,187.84,3.0,2.0,2.0,9420000.0,住宅大樓,1,1
11138,淡水區,33.28,鋼筋混凝土造,236.75,3.0,2.0,2.0,11550000.0,住宅大樓,1,1
11139,淡水區,18.39,鋼筋混凝土造,131.71,2.0,2.0,1.0,6600000.0,住宅大樓,1,1
11140,淡水區,20.21,鋼筋混凝土造,142.94,2.0,2.0,1.0,6500000.0,住宅大樓,1,1
11141,淡水區,20.21,鋼筋混凝土造,142.94,2.0,2.0,1.0,6720000.0,住宅大樓,1,1
11142,淡水區,20.21,鋼筋混凝土造,142.94,2.0,2.0,1.0,6800000.0,住宅大樓,1,1
11143,淡水區,24.34,鋼筋混凝土造,159.38,3.0,2.0,2.0,8650000.0,住宅大樓,1,1
11144,淡水區,17.18,鋼筋混凝土造,125.69,2.0,1.0,1.0,6280000.0,住宅大樓,1,1
11145,淡水區,17.89,鋼筋混凝土造,129.12,2.0,2.0,1.0,6460000.0,住宅大樓,1,1
11146,淡水區,22.19,鋼筋混凝土造,149.88,3.0,2.0,2.0,7880000.0,住宅大樓,1,1
11147,淡水區,22.91,鋼筋混凝土造,155.1,3.0,2.0,2.0,8200000.0,住宅大樓,1,1
11148,淡水區,12.72,鋼筋混凝土造,74.71,2.0,1.0,1.0,5350000.0,住宅大樓,1,1
11149,淡水區,23.62,鋼筋混凝土造,168.52,3.0,2.0,2.0,9150000.0,住宅大樓,1,1
11150,淡水區,22.57,鋼筋混凝土造,99.66,3.0,1.0,1.0,9660000.0,華廈,1,1
11153,三重區,13.28,鋼筋混凝土造,107.15,3.0,1.0,1.0,8500000.0,華廈,1,1
11156,三重區,31.52,鋼筋混凝土造,111.22,3.0,2.0,1.0,8250000.0,公寓,1,1
11157,三重區,12.9,鋼筋混凝土造,49.11,1.0,1.0,1.0,3300000.0,公寓,1,1
11160,中和區,17.01,鋼筋混凝土造,51.47,1.0,1.0,1.0,4500000.0,公寓,1,1
11161,中和區,17.01,鋼筋混凝土造,51.47,2.0,1.0,1.0,6880000.0,公寓,1,1
11162,中和區,7.32,鋼筋混凝土造,84.77,2.0,2.0,1.0,12500000.0,住宅大樓,3,1
11163,永和區,15.02,鋼筋混凝土造,72.22,3.0,2.0,1.0,8300000.0,華廈,6,1
11166,中和區,5.06,鋼筋混凝土造,37.54,1.0,0.0,1.0,3960000.0,套房,1,1
11167,中和區,30.84,鋼筋混凝土造,86.91,5.0,1.0,1.0,12500000.0,公寓,3,1
11171,中和區,27.07,鋼筋混凝土造,97.56,3.0,2.0,2.0,7300000.0,公寓,3,1
11173,中和區,13.82,鋼筋混凝土造,80.39,2.0,1.0,1.0,7300000.0,華廈,1,1
11174,中和區,25.1,加強磚造,68.4,2.0,2.0,1.0,5250000.0,公寓,1,1
11176,中和區,29.35,鋼筋混凝土造,164.02,2.0,2.0,1.0,14380000.0,華廈,2,1
11177,中和區,38.4,鋼筋混凝土造,239.41,4.0,2.0,2.0,17680000.0,住宅大樓,1,1
11178,蘆洲區,15.51,鋼筋混凝土造,55.23,2.0,2.0,2.0,4280000.0,華廈,1,1
11179,蘆洲區,17.03,鋼筋混凝土造,112.5,3.0,2.0,2.0,10500000.0,華廈,1,1
11181,三重區,11.09,鋼筋混凝土造,97.73,2.0,1.0,1.0,8750000.0,住宅大樓,1,1
11184,三重區,11.87,鋼筋混凝土造,78.87,2.0,1.0,1.0,8150000.0,住宅大樓,1,1
11185,三重區,22.33,加強磚造,60.08,2.0,1.0,1.0,4500000.0,公寓,1,1
11187,三重區,15.98,鋼筋混凝土造,170.21,3.0,2.0,2.0,16100000.0,住宅大樓,1,1
11190,蘆洲區,23.93,鋼筋混凝土造,154.48,3.0,2.0,2.0,13500000.0,住宅大樓,1,1
11192,蘆洲區,18.25,鋼筋混凝土造,138.79,3.0,2.0,2.0,9500000.0,住宅大樓,1,2
11193,林口區,22.16,鋼筋混凝土造,141.13,3.0,2.0,2.0,6000000.0,住宅大樓,1,1
11194,林口區,58.42,鋼筋混凝土造,223.58,4.0,2.0,2.0,12700000.0,華廈,2,1
11195,新莊區,26.49,鋼筋混凝土造,87.81,3.0,1.0,1.0,5580000.0,公寓,2,1
11197,新莊區,7.54,鋼筋混凝土造,102.91,2.0,1.0,1.0,6380000.0,住宅大樓,1,1
